"구분(1)",구분(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분(1)",구분(2),건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면
"구분(1)",구분(2),인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험
"구분(1)",구분(2),모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다
"지역",경기도 안산시,71.5,28.5,17.0,83.0,75.3,24.7,13.0,87.0,88.4,11.6,3.1,96.9,94.8,5.2,9.0,91.0,77.2,22.8,12.5,87.5
"지역",경기도 고양시,71.8,28.2,8.0,92.0,89.7,10.3,8.6,91.4,82.9,17.1,2.6,97.4,91.6,8.4,2.7,97.3,69.9,30.1,4.9,95.1
"지역",경기도 과천시,18.6,81.4,0.9,99.1,52.9,47.1,0.8,99.2,67.2,32.8,4.8,95.2,73.9,26.1,3.1,96.9,38.6,61.4,1.2,98.8
"지역",경기도 구리시,58.1,41.9,10.9,89.1,76.0,24.0,16.1,83.9,87.4,12.6,11.7,88.3,93.9,6.1,0.0,100.0,64.7,35.3,5.1,94.9
"지역",경기도 남양주시,72.2,27.8,3.2,96.8,76.8,23.2,1.8,98.2,73.2,26.8,13.0,87.0,84.8,15.2,5.2,94.8,72.1,27.9,5.5,94.5
"지역",경기도 오산시,39.8,60.2,37.5,62.5,41.6,58.4,40.9,59.1,68.9,31.1,25.5,74.5,81.4,18.6,4.7,95.3,76.8,23.2,1.5,98.5
"지역",경기도 시흥시,78.7,21.3,9.9,90.1,84.0,16.0,8.0,92.0,79.1,20.9,31.8,68.2,87.0,13.0,38.6,61.4,74.8,25.2,14.5,85.5
"지역",경기도 군포시,54.9,45.1,53.9,46.1,69.2,30.8,56.4,43.6,87.2,12.8,4.9,95.1,89.0,11.0,0.0,100.0,75.0,25.0,1.4,98.6
"지역",경기도 의왕시,78.9,21.1,42.7,57.3,83.2,16.8,40.5,59.5,91.8,8.2,20.6,79.4,98.2,1.8,0.0,100.0,93.7,6.3,0.0,100.0
"지역",경기도 하남시,68.5,31.5,3.5,96.5,71.9,28.1,5.9,94.1,64.7,35.3,10.3,89.7,83.2,16.8,0.0,100.0,57.0,43.0,4.2,95.8
"지역",경기도 용인시,87.1,12.9,1.4,98.6,90.4,9.6,0.0,100.0,91.1,8.9,41.5,58.5,96.2,3.8,23.8,76.2,79.2,20.8,15.0,85.0
"지역",경기도 파주시,55.7,44.3,8.5,91.5,67.2,32.8,9.9,90.1,75.8,24.2,24.9,75.1,89.4,10.6,9.0,91.0,57.2,42.8,13.7,86.3
"지역",경기도 이천시,83.1,16.9,0.0,100.0,87.2,12.8,0.0,100.0,98.4,1.6,0.0,100.0,100.0,0.0,-,-,87.0,13.0,0.0,100.0
"지역",경기도 안성시,46.7,53.3,15.7,84.3,66.6,33.4,19.8,80.2,70.3,29.7,28.7,71.3,77.1,22.9,33.1,66.9,54.0,46.0,1.3,98.7
"지역",경기도 김포시,70.7,29.3,11.5,88.5,78.2,21.8,16.6,83.4,91.5,8.5,44.4,55.6,91.4,8.6,67.8,32.2,78.9,21.1,15.1,84.9
"지역",경기도 화성시,68.0,32.0,0.6,99.4,77.0,23.0,15.3,84.7,75.8,24.2,15.6,84.4,85.8,14.2,5.7,94.3,75.7,24.3,1.5,98.5
"지역",경기도 광주시,57.0,43.0,9.5,90.5,58.5,41.5,33.3,66.7,61.6,38.4,28.7,71.3,80.9,19.1,32.6,67.4,77.9,22.1,5.8,94.2
"지역",경기도 양주시,69.0,31.0,2.8,97.2,74.6,25.4,6.1,93.9,67.1,32.9,36.6,63.4,75.8,24.2,16.5,83.5,64.8,35.2,1.0,99.0
"지역",경기도 포천시,46.8,53.2,0.8,99.2,57.6,42.4,1.0,99.0,83.1,16.9,1.9,98.1,90.3,9.7,0.0,100.0,71.0,29.0,0.0,100.0
"지역",경기도 여주시,76.2,23.8,18.7,81.3,85.1,14.9,23.6,76.4,95.4,4.6,23.4,76.6,97.3,2.7,27.2,72.8,62.0,38.0,0.9,99.1
"지역",경기도 연천군,63.3,36.7,1.3,98.7,69.0,31.0,0.7,99.3,90.1,9.9,24.2,75.8,91.3,8.7,4.9,95.1,73.2,26.8,12.2,87.8
"지역",경기도 가평군,86.4,13.6,9.6,90.4,90.3,9.7,28.8,71.2,95.8,4.2,43.2,56.8,94.0,6.0,0.0,100.0,89.7,10.3,2.5,97.5
"지역",경기도 양평군,58.8,41.2,2.9,97.1,75.0,25.0,4.7,95.3,82.8,17.2,21.1,78.9,87.6,12.4,27.0,73.0,83.0,17.0,9.5,90.5
"지역",강원도 춘천시,91.1,8.9,6.5,93.5,96.6,3.4,4.1,95.9,98.6,1.4,0.0,100.0,99.2,0.8,0.0,100.0,73.6,26.4,11.6,88.4
"지역",강원도 원주시,96.6,3.4,8.4,91.6,98.4,1.6,13.5,86.5,96.8,3.2,8.3,91.7,98.9,1.1,16.2,83.8,75.6,24.4,16.1,83.9
"지역",강원도 강릉시,99.2,0.8,21.3,78.7,99.5,0.5,53.9,46.1,97.6,2.4,55.5,44.5,99.5,0.5,42.6,57.4,68.2,31.8,6.5,93.5
"지역",강원도 동해시,92.4,7.6,23.2,76.8,93.4,6.6,9.8,90.2,91.6,8.4,26.2,73.8,88.5,11.5,38.0,62.0,61.6,38.4,23.2,76.8
"지역",강원도 태백시,75.5,24.5,4.4,95.6,81.4,18.6,0.0,100.0,90.0,10.0,18.1,81.9,94.9,5.1,14.3,85.7,37.9,62.1,3.3,96.7
"지역",강원도 속초시,93.2,6.8,0.0,100.0,95.2,4.8,0.0,100.0,95.6,4.4,0.0,100.0,96.6,3.4,0.0,100.0,40.2,59.8,13.2,86.8
"지역",강원도 삼척시,90.1,9.9,12.0,88.0,92.5,7.5,0.0,100.0,93.5,6.5,0.0,100.0,94.7,5.3,5.8,94.2,77.0,23.0,1.7,98.3
"지역",강원도 홍천군,90.2,9.8,12.9,87.1,94.2,5.8,0.0,100.0,97.2,2.8,0.0,100.0,98.3,1.7,14.1,85.9,82.7,17.3,11.1,88.9
"지역",강원도 횡성군,93.7,6.3,13.7,86.3,93.2,6.8,0.0,100.0,95.3,4.7,15.0,85.0,92.9,7.1,47.8,52.2,41.6,58.4,21.8,78.2
"지역",강원도 영월군,97.2,2.8,19.1,80.9,98.7,1.3,0.0,100.0,97.3,2.7,41.1,58.9,97.7,2.3,41.2,58.8,93.6,6.4,17.3,82.7
"지역",강원도 평창군,70.9,29.1,2.7,97.3,70.9,29.1,0.0,100.0,70.7,29.3,2.6,97.4,73.0,27.0,1.4,98.6,49.5,50.5,3.6,96.4
"지역",강원도 정선군,90.3,9.7,29.9,70.1,94.5,5.5,32.7,67.3,92.4,7.6,29.7,70.3,90.0,10.0,49.6,50.4,74.4,25.6,16.4,83.6
"지역",강원도 철원군,64.6,35.4,0.4,99.6,99.0,1.0,0.0,100.0,99.0,1.0,47.8,52.2,99.5,0.5,0.0,100.0,54.9,45.1,1.8,98.2
"지역",강원도 화천군,85.3,14.7,2.3,97.7,87.1,12.9,8.6,91.4,89.7,10.3,13.5,86.5,92.0,8.0,10.4,89.6,62.1,37.9,5.5,94.5
"지역",강원도 양구군,93.6,6.4,0.0,100.0,95.6,4.4,0.0,100.0,90.0,10.0,25.7,74.3,95.3,4.7,35.8,64.2,80.6,19.4,12.2,87.8
"지역",강원도 인제군,84.7,15.3,12.5,87.5,88.1,11.9,5.3,94.7,78.7,21.3,21.3,78.7,63.2,36.8,67.2,32.8,29.9,70.1,9.7,90.3
"지역",강원도 고성군,97.3,2.7,0.0,100.0,97.8,2.2,11.4,88.6,96.1,3.9,42.1,57.9,91.0,9.0,84.4,15.6,83.2,16.8,8.7,91.3
"지역",강원도 양양군,85.4,14.6,17.1,82.9,94.6,5.4,0.0,100.0,95.7,4.3,28.5,71.5,95.5,4.5,16.6,83.4,41.3,58.7,11.4,88.6
"지역",충청북도 충주시,58.2,41.8,5.6,94.4,71.9,28.1,1.5,98.5,79.0,21.0,0.6,99.4,78.8,21.2,1.5,98.5,29.9,70.1,12.9,87.1
"지역",충청북도 제천시,92.3,7.7,4.1,95.9,95.6,4.4,0.0,100.0,96.1,3.9,0.0,100.0,95.8,4.2,14.1,85.9,65.8,34.2,9.6,90.4
"지역",충청북도 청주시,88.4,11.6,1.2,98.8,89.4,10.6,0.7,99.3,89.4,10.6,4.3,95.7,93.9,6.1,18.3,81.7,72.8,27.2,3.3,96.7
"지역",충청북도 보은군,93.1,6.9,3.8,96.2,86.2,13.8,8.5,91.5,97.7,2.3,14.4,85.6,99.4,0.6,0.0,100.0,64.5,35.5,4.5,95.5
"지역",충청북도 옥천군,97.7,2.3,38.9,61.1,98.2,1.8,0.0,100.0,97.5,2.5,14.3,85.7,97.8,2.2,16.2,83.8,94.6,5.4,2.7,97.3
"지역",충청북도 영동군,86.2,13.8,1.9,98.1,89.0,11.0,0.0,100.0,96.4,3.6,0.0,100.0,99.2,0.8,0.0,100.0,75.4,24.6,1.1,98.9
"지역",충청북도 진천군,80.6,19.4,2.2,97.8,80.2,19.8,5.4,94.6,79.6,20.4,2.1,97.9,80.8,19.2,2.5,97.5,68.1,31.9,6.5,93.5
"지역",충청북도 괴산군,97.0,3.0,8.9,91.1,97.3,2.7,5.1,94.9,97.9,2.1,0.0,100.0,98.9,1.1,12.3,87.7,58.9,41.1,1.9,98.1
"지역",충청북도 음성군,90.0,10.0,11.3,88.7,93.6,6.4,15.4,84.6,93.2,6.8,14.1,85.9,97.7,2.3,0.0,100.0,82.6,17.4,5.5,94.5
"지역",충청북도 단양군,90.7,9.3,0.0,100.0,92.6,7.4,8.0,92.0,87.0,13.0,15.0,85.0,85.9,14.1,42.3,57.7,81.4,18.6,9.2,90.8
"지역",충청북도 증평군,97.3,2.7,0.0,100.0,98.4,1.6,0.0,100.0,97.8,2.2,0.0,100.0,95.9,4.1,22.1,77.9,70.8,29.2,7.9,92.1
"지역",충청남도 천안시,96.9,3.1,11.4,88.6,97.4,2.6,12.2,87.8,96.6,3.4,13.9,86.1,97.5,2.5,12.7,87.3,73.9,26.1,8.6,91.4
"지역",충청남도 공주시,99.7,0.3,0.0,100.0,99.7,0.3,0.0,100.0,98.7,1.3,21.4,78.6,98.9,1.1,25.9,74.1,65.2,34.8,11.4,88.6
"지역",충청남도 보령시,94.4,5.6,0.0,100.0,96.1,3.9,0.0,100.0,93.7,6.3,4.5,95.5,95.5,4.5,8.7,91.3,76.6,23.4,32.4,67.6
"지역",충청남도 아산시,96.1,3.9,0.0,100.0,96.5,3.5,0.0,100.0,96.6,3.4,0.0,100.0,97.9,2.1,0.0,100.0,86.4,13.6,4.5,95.5
"지역",충청남도 서산시,94.0,6.0,0.0,100.0,97.4,2.6,13.0,87.0,90.9,9.1,14.1,85.9,98.1,1.9,34.5,65.5,74.1,25.9,10.7,89.3
"지역",충청남도 논산시,96.2,3.8,5.9,94.1,96.5,3.5,6.4,93.6,92.1,7.9,18.8,81.2,97.1,2.9,27.3,72.7,73.9,26.1,4.4,95.6
"지역",충청남도 계룡시,90.6,9.4,11.0,89.0,94.1,5.9,6.1,93.9,94.2,5.8,16.9,83.1,96.2,3.8,35.5,64.5,44.2,55.8,3.9,96.1
