"지역",전라남도 고흥군,2.2,4.5,93.3
"지역",전라남도 보성군,0.6,2.8,96.6
"지역",전라남도 화순군,2.4,4.7,92.9
"지역",전라남도 장흥군,4.4,5.6,89.9
"지역",전라남도 강진군,1.2,5.3,93.5
"지역",전라남도 해남군,4.0,9.9,86.0
"지역",전라남도 영암군,0.4,11.1,88.5
"지역",전라남도 무안군,4.1,4.8,91.0
"지역",전라남도 함평군,2.9,15.6,81.5
"지역",전라남도 영광군,2.5,5.0,92.5
"지역",전라남도 장성군,11.9,6.4,81.7
"지역",전라남도 완도군,0.8,6.2,93.0
"지역",전라남도 진도군,0.0,2.7,97.3
"지역",전라남도 신안군,2.3,2.0,95.7
"지역",경상북도 포항시,0.6,2.0,97.4
"지역",경상북도 경주시,2.9,6.2,90.9
"지역",경상북도 김천시,0.0,1.7,98.3
"지역",경상북도 안동시,1.2,9.6,89.2
"지역",경상북도 구미시,0.0,7.3,92.7
"지역",경상북도 영주시,1.9,13.6,84.5
"지역",경상북도 영천시,1.1,3.3,95.5
"지역",경상북도 상주시,0.4,1.4,98.2
"지역",경상북도 문경시,0.0,5.0,95.0
"지역",경상북도 경산시,0.5,10.5,89.0
"지역",경상북도 군위군,0.0,9.7,90.3
"지역",경상북도 의성군,2.7,5.3,92.0
"지역",경상북도 청송군,0.0,5.8,94.2
"지역",경상북도 영양군,0.0,8.2,91.8
"지역",경상북도 영덕군,0.0,2.7,97.3
"지역",경상북도 청도군,1.3,16.8,81.9
"지역",경상북도 고령군,0.0,3.2,96.8
"지역",경상북도 성주군,0.0,0.0,100.0
"지역",경상북도 칠곡군,0.0,5.0,95.0
"지역",경상북도 예천군,2.1,8.4,89.5
"지역",경상북도 봉화군,0.6,0.4,99.0
"지역",경상북도 울진군,0.0,6.9,93.1
"지역",경상북도 울릉군,0.0,17.6,82.4
"지역",경상남도 창원시,1.4,3.7,94.9
"지역",경상남도 진주시,4.1,15.2,80.8
"지역",경상남도 통영시,0.6,14.8,84.6
"지역",경상남도 사천시,0.6,11.8,87.5
"지역",경상남도 김해시,12.9,18.3,68.8
"지역",경상남도 밀양시,1.4,1.6,97.0
"지역",경상남도 거제시,0.9,6.6,92.6
"지역",경상남도 양산시,0.9,2.6,96.5
"지역",경상남도 의령군,4.2,11.2,84.6
"지역",경상남도 함안군,0.3,3.6,96.2
"지역",경상남도 창녕군,0.7,0.8,98.5
"지역",경상남도 고성군,0.0,6.7,93.3
"지역",경상남도 남해군,0.6,9.1,90.2
"지역",경상남도 하동군,1.1,7.0,91.9
"지역",경상남도 산청군,1.9,3.9,94.2
"지역",경상남도 함양군,0.6,14.0,85.4
"지역",경상남도 거창군,2.2,9.3,88.5
"지역",경상남도 합천군,2.3,5.5,92.2
"지역",제주특별자치도,2.3,13.5,84.2
"가구원 수",1인가구,1.4,9.7,88.9
"가구원 수",2인가구,1.8,12.6,85.7
"가구원 수",3인가구,1.6,12.2,86.2
"가구원 수",4인가구,1.5,14.1,84.4
"가구원 수",5인가구 이상,1.9,12.1,86.1
"가구원 구성",1세대 가구,1.7,12.9,85.4
"가구원 구성",2세대 가구,1.6,12.9,85.5
"가구원 구성",3세대 가구,1.6,10.7,87.7
"가구원 구성",4세대 이상 가구,5.3,13.8,80.9
"가구원 구성",1인 가구,1.4,9.7,88.9
"가구원 구성",비친족 가구,1.0,13.5,85.5
"가구원 구성",기타,0.0,11.8,88.2
"주택 종류",단독주택,1.6,9.8,88.6
"주택 종류",아파트,1.5,13.3,85.2
"주택 종류",연립ㆍ다세대주택,1.3,11.7,86.9
"주택 종류",오피스텔,2.6,11.3,86.1
"주택 종류",기타,1.7,7.0,91.3
"주택 연한",5년 미만,1.8,15.2,83.0
"주택 연한",5년~10년 미만,1.5,13.8,84.7
"주택 연한",10년~20년 미만,1.4,13.2,85.4
"주택 연한",20년~30년 미만,1.6,10.5,87.9
"주택 연한",30년 이상 ,1.7,8.7,89.6
