"지역",경상남도 함안군,11.1,17.5,71.4
"지역",경상남도 창녕군,4.6,13.6,81.7
"지역",경상남도 고성군,17.3,31.0,51.8
"지역",경상남도 남해군,11.3,54.5,34.2
"지역",경상남도 하동군,14.5,24.9,60.7
"지역",경상남도 산청군,49.2,2.8,48.1
"지역",경상남도 함양군,82.9,2.3,14.8
"지역",경상남도 거창군,11.6,42.9,45.5
"지역",경상남도 합천군,42.4,10.4,47.2
"지역",제주특별자치도,51.0,28.4,20.6
"가구원 수",1인가구,15.8,26.3,57.9
"가구원 수",2인가구,22.4,36.2,41.5
"가구원 수",3인가구,23.1,39.3,37.6
"가구원 수",4인가구,24.2,38.0,37.8
"가구원 수",5인가구 이상,28.2,36.3,35.4
"가구원 구성",1세대 가구,22.0,36.5,41.5
"가구원 구성",2세대 가구,24.0,38.3,37.7
"가구원 구성",3세대 가구,27.5,37.2,35.2
"가구원 구성",4세대 이상 가구,46.2,34.8,19.1
"가구원 구성",1인 가구,15.8,26.3,57.9
"가구원 구성",비친족 가구,19.8,22.7,57.5
"가구원 구성",기타,60.4,21.9,17.6
"주택 종류",단독주택,19.3,31.9,48.8
"주택 종류",아파트,23.1,35.8,41.2
"주택 종류",연립ㆍ다세대주택,19.5,34.6,46.0
"주택 종류",오피스텔,12.4,26.4,61.2
"주택 종류",기타,26.6,39.6,33.9
"주택 연한",5년 미만,17.5,29.7,52.9
"주택 연한",5년~10년 미만,18.8,33.2,48.0
"주택 연한",10년~20년 미만,21.2,36.9,41.9
"주택 연한",20년~30년 미만,22.4,35.0,42.6
"주택 연한",30년 이상 ,22.6,31.6,45.8
